;initialIndex;finalIndex;cv;shapiro;ad;normality;bestDistFit;runs;IQR;;;
320;2147;2726;0,374333432;8,50E-11;9,76E-17;FALSE;gamma;1,26E-70;17,03941154;;;
319;2145;2725;0,374966812;5,93E-11;2,97E-17;FALSE;gamma;3,99E-72;17,03840446;;;
248;6169;6720;0,355875208;8,50E-10;8,68E-12;FALSE;gamma;6,86E-21;17,03447819;;;
321;2149;2727;0,374074299;1,05E-10;1,92E-16;FALSE;gamma;8,64E-70;17,03203201;;;
534;8482;9047;0,54269802;2,22E-11;1,63E-06;FALSE;norm;5,41E-87;17,00394678;;;
329;7411;7981;0,365095925;3,22E-14;1,65E-14;FALSE;gamma;1,47E-21;17,00080204;;;
535;8484;9048;0,54206304;2,49E-11;1,64E-06;FALSE;norm;1,64E-87;16,9855442;;;
325;7403;7977;0,361640843;1,58E-14;1,64E-14;FALSE;gamma;7,99E-21;16,96669197;;;
247;6167;6719;0,356028224;6,06E-10;3,26E-12;FALSE;gamma;1,31E-20;16,95793915;;;
328;7409;7980;0,364000244;2,46E-14;1,56E-14;FALSE;gamma;1,12E-21;16,95738173;;;
308;7369;7960;0,365319417;7,97E-16;1,80E-17;FALSE;lnorm;1,33E-19;16,94880486;;;
536;8486;9049;0,541666142;2,56E-11;1,50E-06;FALSE;norm;1,41E-86;16,94150543;;;
318;2143;2724;0,37498739;5,37E-11;2,17E-17;FALSE;gamma;1,19E-71;16,93849754;;;
21;5686;6264;0,473378937;3,74E-25;7,28E-24;FALSE;gamma;9,48E-85;16,93750238;;;
327;7407;7979;0,363786142;1,71E-14;7,61E-15;FALSE;gamma;3,88E-21;16,92956543;;;
326;7405;7978;0,363395763;1,46E-14;5,95E-15;FALSE;gamma;1,49E-20;16,92321634;;;
246;6165;6718;0,35510367;5,97E-10;4,52E-12;FALSE;gamma;2,25E-20;16,91769218;;;
538;8490;9051;0,536441654;3,69E-11;2,31E-06;FALSE;norm;1,47E-82;16,89321709;;;
22;5688;6265;0,473563221;4,45E-25;5,03E-24;FALSE;gamma;1,53E-84;16,89120722;;;
307;7367;7959;0,365307125;7,94E-16;1,35E-17;FALSE;lnorm;2,22E-19;16,88525009;;;
245;6163;6717;0,355290296;4,22E-10;1,62E-12;FALSE;gamma;3,08E-20;16,87744522;;;
306;7365;7958;0,365079806;5,70E-16;5,89E-18;FALSE;lnorm;3,27E-19;16,87257957;;;
537;8488;9050;0,538954534;2,67E-11;1,59E-06;FALSE;norm;6,64E-85;16,8551178;;;
23;5690;6266;0,472293563;4,52E-25;7,29E-24;FALSE;gamma;7,88E-81;16,84294319;;;
317;2141;2723;0,374679965;5,62E-11;2,69E-17;FALSE;gamma;3,20E-71;16,83859062;;;
243;6159;6715;0,354420072;4,00E-10;1,87E-12;FALSE;gamma;7,16E-21;16,79695129;;;
20;5684;6263;0,474774647;3,35E-25;3,70E-24;FALSE;gamma;2,23E-86;16,78806806;;;
24;5692;6267;0,470309588;4,28E-25;7,97E-24;FALSE;gamma;1,45E-78;16,78147697;;;
26;5696;6269;0,467029044;4,71E-25;2,31E-23;FALSE;gamma;8,44E-77;16,77512598;;;
305;7363;7957;0,363851396;4,51E-16;6,82E-18;FALSE;lnorm;1,61E-19;16,74876022;;;
540;8494;9053;0,53214433;4,34E-11;2,31E-06;FALSE;norm;9,60E-81;16,74514818;;;
242;6157;6714;0,354276184;3,36E-10;1,15E-12;FALSE;gamma;1,37E-20;16,74196672;;;
316;2139;2722;0,374393324;5,78E-11;3,11E-17;FALSE;gamma;1,89E-71;16,7386837;;;
539;8492;9052;0,534309629;3,89E-11;2,25E-06;FALSE;norm;1,20E-81;16,73044014;;;
25;5694;6268;0,468599433;4,41E-25;1,19E-23;FALSE;gamma;5,30E-77;16,70618153;;;
19;5682;6262;0,476376666;3,12E-25;3,70E-24;FALSE;gamma;5,09E-88;16,69783688;;;
27;5698;6270;0,465768151;5,15E-25;5,45E-23;FALSE;gamma;1,35E-76;16,68908691;;;
244;6161;6716;0,35505562;3,08E-10;7,85E-13;FALSE;gamma;1,17E-20;16,67808628;;;
28;5700;6271;0,464359625;5,59E-25;1,18E-22;FALSE;gamma;4,79E-75;16,66695833;;;
29;5702;6272;0,463170234;6,15E-25;2,74E-22;FALSE;gamma;1,65E-73;16,64568138;;;
145;6139;6693;0,346329915;1,09E-10;4,61E-13;FALSE;gamma;8,54E-20;16,6433754;;;
315;2137;2721;0,374190273;5,51E-11;2,72E-17;FALSE;gamma;5,40E-73;16,63877678;;;
240;6153;6712;0,354054899;2,06E-10;3,40E-13;FALSE;gamma;2,01E-20;16,63199759;;;
233;6139;6705;0,351668002;3,43E-10;1,58E-12;FALSE;gamma;4,85E-21;16,62630367;;;
18;5680;6261;0,47656449;2,38E-25;3,70E-24;FALSE;gamma;3,14E-88;16,6245029;;;
30;5704;6273;0,461734087;6,56E-25;5,52E-22;FALSE;gamma;2,65E-73;16,6241889;;;
144;6137;6692;0,34634075;9,58E-11;3,18E-13;FALSE;gamma;6,55E-20;16,61974955;;;
150;6149;6698;0,352351786;2,07E-10;3,80E-13;FALSE;gamma;8,20E-21;16,61702681;;;
232;6137;6704;0,350845456;3,25E-10;1,40E-12;FALSE;gamma;7,41E-21;16,59964228;;;
234;6141;6706;0,35217364;2,54E-10;5,88E-13;FALSE;gamma;5,65E-21;16,59848452;;;
241;6155;6713;0,354105769;2,20E-10;4,58E-13;FALSE;gamma;1,17E-20;16,59716511;;;
314;2135;2720;0,374631318;4,07E-11;9,73E-18;FALSE;gamma;3,52E-73;16,59716415;;;
304;7361;7956;0,363184733;3,31E-16;4,12E-18;FALSE;lnorm;1,39E-19;16,59446239;;;
17;5678;6260;0,476849301;1,83E-25;3,70E-24;FALSE;gamma;1,94E-88;16,57739115;;;
239;6151;6711;0,354037624;1,55E-10;1,48E-13;FALSE;gamma;1,74E-20;16,57701302;;;
236;6145;6708;0,352964473;2,12E-10;3,63E-13;FALSE;gamma;4,84E-21;16,57634115;;;
238;6149;6710;0,353632951;1,71E-10;2,29E-13;FALSE;gamma;1,05E-20;16,57108498;;;
12;5668;6255;0,479169009;7,35E-26;3,70E-24;FALSE;gamma;6,43E-91;16,56878948;;;
237;6147;6709;0,353553632;1,50E-10;1,63E-13;FALSE;gamma;1,79E-20;16,56515694;;;
147;6143;6695;0,347291598;7,14E-11;1,04E-13;FALSE;gamma;2,06E-19;16,56288528;;;
13;5670;6256;0,478416271;8,65E-26;3,70E-24;FALSE;gamma;2,92E-89;16,55942917;;;
312;2131;2718;0,376122413;2,49E-11;1,81E-18;FALSE;gamma;1,06E-71;16,55613565;;;
11;5666;6254;0,479286166;5,95E-26;3,70E-24;FALSE;gamma;1,38E-92;16,55212116;;;
15;5674;6258;0,476438219;1,12E-25;3,70E-24;FALSE;gamma;7,60E-89;16,54801083;;;
16;5676;6259;0,475519515;1,36E-25;3,70E-24;FALSE;gamma;1,21E-88;16,54602456;;;
143;6135;6691;0,346025052;8,36E-11;2,09E-13;FALSE;gamma;5,02E-20;16,54512024;;;
310;2127;2716;0,376309521;1,72E-11;4,83E-19;FALSE;gamma;9,99E-73;16,54361296;;;
313;2133;2719;0,374860735;3,05E-11;3,36E-18;FALSE;gamma;1,96E-71;16,54277992;;;
14;5672;6257;0,477484743;9,79E-26;3,70E-24;FALSE;gamma;4,64E-89;16,53661203;;;
31;5706;6274;0,460836445;6,91E-25;9,10E-22;FALSE;gamma;1,95E-72;16,53586578;;;
146;6141;6694;0,346928543;7,96E-11;1,57E-13;FALSE;gamma;3,08E-19;16,52568913;;;
32;5708;6275;0,460133935;7,61E-25;2,26E-21;FALSE;gamma;3,13E-72;16,52529907;;;
235;6143;6707;0,352837953;2,18E-10;3,59E-13;FALSE;gamma;3,69E-21;16,52414322;;;
148;6145;6696;0,348496398;7,41E-11;1,07E-13;FALSE;gamma;1,37E-19;16,5165081;;;
8;5660;6251;0,481332146;3,72E-26;3,70E-24;FALSE;lnorm;1,12E-94;16,50752258;;;
9;5662;6252;0,480576256;4,21E-26;3,70E-24;FALSE;gamma;1,77E-94;16,49284697;;;
311;2129;2717;0,376181975;2,09E-11;9,58E-19;FALSE;gamma;1,40E-72;16,48439789;;;
7;5658;6250;0,48115744;2,82E-26;3,70E-24;FALSE;lnorm;6,91E-95;16,48203087;;;
142;6133;6690;0,345764089;7,33E-11;1,41E-13;FALSE;gamma;3,85E-20;16,47769213;;;
372;9043;9620;0,434305543;3,93E-17;1,75E-07;FALSE;gamma;2,46E-27;16,47720766;;;
10;5664;6253;0,47956338;4,79E-26;3,70E-24;FALSE;gamma;8,52E-93;16,47611713;;;
371;9041;9619;0,433831858;3,82E-17;1,93E-07;FALSE;gamma;1,66E-27;16,47166157;;;
231;6135;6703;0,350516794;2,83E-10;9,21E-13;FALSE;gamma;2,52E-21;16,46855736;;;
370;9039;9618;0,43348949;3,67E-17;1,91E-07;FALSE;gamma;3,02E-27;16,46611547;;;
149;6147;6697;0,350504146;1,08E-10;1,35E-13;FALSE;gamma;6,25E-21;16,46125412;;;
369;9037;9617;0,432953963;3,61E-17;2,23E-07;FALSE;gamma;5,07E-27;16,46056938;;;
5;5654;6248;0,48244946;1,98E-26;3,70E-24;FALSE;lnorm;8,81E-97;16,44268894;;;
368;9035;9616;0,432485037;3,43E-17;2,18E-07;FALSE;gamma;3,70E-27;16,43901157;;;
4;5652;6247;0,482427143;1,87E-26;3,70E-24;FALSE;lnorm;5,60E-97;16,43313313;;;
373;9045;9621;0,433636297;4,14E-17;2,10E-07;FALSE;gamma;3,38E-27;16,43167686;;;
230;6133;6702;0,35063961;2,02E-10;3,27E-13;FALSE;gamma;2,17E-21;16,42944336;;;
141;6131;6689;0,34565316;6,50E-11;1,03E-13;FALSE;gamma;2,96E-20;16,42396641;;;
3;5650;6246;0,482123262;1,80E-26;3,70E-24;FALSE;lnorm;1,94E-96;16,42357731;;;
541;8496;9054;0,530169265;4,75E-11;2,21E-06;FALSE;norm;1,54E-80;16,42284393;;;
303;7359;7955;0,36195889;2,55E-16;4,45E-18;FALSE;lnorm;9,61E-20;16,42175293;;;
2;5648;6245;0,481755097;1,76E-26;3,70E-24;FALSE;lnorm;6,67E-96;16,41603875;;;
6;5656;6249;0,481610322;2,26E-26;3,70E-24;FALSE;lnorm;1,39E-96;16,41448402;;;
1;5646;6244;0,481589532;1,67E-26;3,70E-24;FALSE;lnorm;4,27E-96;16,40850019;;;
309;2125;2715;0,376129049;1,52E-11;3,42E-19;FALSE;gamma;1,21E-71;16,40751362;;;
378;9055;9626;0,446087367;1,39E-18;3,54E-10;FALSE;gamma;5,67E-28;16,37718296;;;
377;9053;9625;0,44563051;1,34E-18;3,77E-10;FALSE;gamma;3,80E-28;16,36449814;;;
376;9051;9624;0,444289783;1,11E-18;6,52E-10;FALSE;gamma;1,77E-27;16,35731363;;;
383;9065;9631;0,44570244;1,38E-18;3,43E-10;FALSE;gamma;1,20E-27;16,35012913;;;
140;6129;6688;0,344908495;7,92E-11;2,21E-13;FALSE;gamma;3,98E-20;16,34066677;;;
308;2123;2714;0,375838504;1,49E-11;3,57E-19;FALSE;gamma;3,53E-71;16,33282709;;;
375;9049;9623;0,432777928;4,67E-17;2,88E-07;FALSE;gamma;2,76E-27;16,33166122;;;
367;9033;9615;0,43180499;3,29E-17;2,26E-07;FALSE;gamma;2,70E-27;16,32016468;;;
229;6131;6701;0,349641622;1,71E-10;2,87E-13;FALSE;gamma;1,30E-21;16,31287384;;;
388;9075;9636;0,445527501;1,44E-18;2,27E-10;FALSE;gamma;4,96E-28;16,30885267;;;
228;6129;6700;0,349312262;1,73E-10;3,34E-13;FALSE;gamma;8,80E-22;16,30690861;;;
302;7357;7954;0,361462558;1,89E-16;3,20E-18;FALSE;lnorm;7,43E-20;16,30307007;;;
379;9057;9627;0,446265909;1,21E-18;2,24E-10;FALSE;gamma;8,47E-28;16,28350449;;;
374;9047;9622;0,432739815;4,32E-17;2,41E-07;FALSE;gamma;4,65E-27;16,27760696;;;
366;9031;9614;0,431070353;3,25E-17;2,77E-07;FALSE;gamma;4,20E-27;16,26763773;;;
301;7355;7953;0,360963445;1,38E-16;1,59E-18;FALSE;lnorm;2,98E-20;16,26254845;;;
387;9073;9635;0,445114917;1,37E-18;2,23E-10;FALSE;gamma;2,15E-27;16,26090336;;;
227;6127;6699;0,348916997;1,62E-10;2,88E-13;FALSE;gamma;1,52E-21;16,2522316;;;
139;6127;6687;0,343388875;4,15E-11;6,64E-14;FALSE;gamma;6,77E-20;16,24909019;;;
364;9027;9612;0,43107738;3,62E-17;2,69E-07;FALSE;gamma;3,31E-26;16,24104691;;;
138;6125;6686;0,34316704;3,80E-11;5,34E-14;FALSE;gamma;5,20E-20;16,23557425;;;
307;2121;2713;0,375451614;1,50E-11;4,41E-19;FALSE;gamma;3,74E-70;16,23104477;;;
382;9063;9630;0,44615371;1,19E-18;2,16E-10;FALSE;gamma;9,43E-28;16,22982025;;;
386;9071;9634;0,444647678;1,45E-18;3,17E-10;FALSE;gamma;2,28E-26;16,2295661;;;
381;9061;9629;0,446690778;1,08E-18;1,52E-10;FALSE;gamma;6,85E-28;16,2235527;;;
137;6123;6685;0,340936346;1,21E-11;9,22E-15;FALSE;gamma;3,99E-20;16,2220583;;;
544;8502;9057;0,521131331;1,01E-10;5,01E-06;FALSE;norm;9,24E-76;16,22178125;;;
363;9025;9611;0,431044891;3,37E-17;2,22E-07;FALSE;gamma;9,21E-27;16,2161026;;;
365;9029;9613;0,430893143;3,04E-17;2,38E-07;FALSE;gamma;7,56E-27;16,21511078;;;
380;9059;9628;0,446338104;1,08E-18;1,76E-10;FALSE;gamma;1,16E-27;16,21008396;;;
136;6121;6684;0,340089732;9,92E-12;5,53E-15;FALSE;gamma;6,79E-20;16,20854235;;;
33;5710;6276;0,459019791;8,33E-25;5,50E-21;FALSE;gamma;1,67E-67;16,20385361;;;
34;5712;6277;0,457589054;9,20E-25;1,19E-20;FALSE;gamma;4,91E-66;16,19579983;;;
135;6119;6683;0,339765393;1,04E-11;7,35E-15;FALSE;gamma;1,02E-19;16,1950264;;;
306;2119;2712;0,374966758;1,60E-11;6,50E-19;FALSE;gamma;5,07E-71;16,19438791;;;
385;9069;9633;0,444113101;1,40E-18;3,42E-10;FALSE;gamma;9,39E-26;16,1860466;;;
226;6125;6698;0,347393626;9,19E-11;9,40E-14;FALSE;gamma;1,16E-21;16,17965412;;;
384;9067;9632;0,444014925;1,30E-18;2,79E-10;FALSE;gamma;1,04E-26;16,17093039;;;
543;8500;9056;0,523644737;7,47E-11;4,05E-06;FALSE;norm;9,92E-79;16,15720177;;;
393;9085;9641;0,444677988;1,77E-18;2,13E-10;FALSE;gamma;8,69E-27;16,1570015;;;
542;8498;9055;0,526462103;5,55E-11;2,83E-06;FALSE;norm;6,27E-79;16,15367937;;;
389;9077;9637;0,443869456;1,30E-18;1,52E-10;FALSE;gamma;4,79E-27;16,14662361;;;
133;6115;6681;0,337429779;5,82E-12;4,59E-15;FALSE;gamma;5,57E-19;16,14277458;;;
35;5714;6278;0,456190258;1,00E-24;2,42E-20;FALSE;gamma;7,89E-66;16,14007759;;;
134;6117;6682;0,339413008;1,03E-11;7,97E-15;FALSE;gamma;1,53E-19;16,1350522;;;
37;5718;6280;0,454066567;1,35E-24;1,42E-19;FALSE;gamma;2,04E-65;16,13076401;;;
305;2117;2711;0,374097776;1,83E-11;1,22E-18;FALSE;gamma;1,10E-68;16,1299448;;;
394;9087;9642;0,445352757;1,80E-18;1,98E-10;FALSE;gamma;5,15E-27;16,12899256;;;
225;6123;6697;0,345858095;4,20E-11;2,02E-14;FALSE;gamma;8,87E-22;16,12484169;;;
132;6113;6680;0,33714951;5,79E-12;5,00E-15;FALSE;gamma;1,77E-18;16,12061882;;;
392;9083;9640;0,444041646;1,74E-18;2,57E-10;FALSE;gamma;5,34E-27;16,11287689;;;
36;5716;6279;0,455544739;1,23E-24;6,94E-20;FALSE;gamma;1,26E-65;16,11029959;;;
362;9023;9610;0,430918432;2,87E-17;1,45E-07;FALSE;gamma;7,27E-27;16,10606289;;;
131;6111;6679;0,336691809;5,58E-12;4,71E-15;FALSE;gamma;2,92E-18;16,09334946;;;
304;2115;2710;0,373914774;1,67E-11;1,06E-18;FALSE;gamma;1,33E-67;16,07908869;;;
396;9091;9644;0,445914436;1,85E-18;1,59E-10;FALSE;gamma;2,70E-28;16,07267857;;;
224;6121;6696;0,344009291;1,98E-11;6,47E-15;FALSE;gamma;1,98E-21;16,07002926;;;
361;9021;9609;0,430628461;2,69E-17;1,25E-07;FALSE;gamma;5,77E-27;16,06971359;;;
395;9089;9643;0,445518213;1,82E-18;1,67E-10;FALSE;gamma;1,19E-27;16,06875229;;;
391;9081;9639;0,443410799;1,67E-18;2,72E-10;FALSE;gamma;3,58E-27;16,06875229;;;
302;2111;2708;0,374376979;1,17E-11;4,76E-19;FALSE;gamma;1,80E-65;16,06707001;;;
358;9015;9606;0,426475214;2,79E-17;6,62E-07;FALSE;gamma;3,08E-26;16,06052017;;;
38;5720;6281;0,452542395;1,37E-24;2,24E-19;FALSE;gamma;1,38E-64;16,04540825;;;
303;2113;2709;0,37446192;1,22E-11;4,37E-19;FALSE;gamma;1,56E-66;16,04528999;;;
130;6109;6678;0,335596879;3,20E-12;1,52E-15;FALSE;gamma;2,27E-18;16,04429483;;;
546;8506;9059;0,518774897;1,42E-10;6,98E-06;FALSE;norm;1,01E-76;16,04155684;;;
359;9017;9607;0,426517046;2,94E-17;7,11E-07;FALSE;gamma;1,72E-26;16,03172684;;;
221;6115;6693;0,342231901;1,78E-11;7,44E-15;FALSE;gamma;6,93E-21;16,02837181;;;
125;6099;6673;0,33532534;9,86E-13;4,02E-17;FALSE;gamma;3,40E-19;16,01878262;;;
390;9079;9638;0,442910752;1,37E-18;1,78E-10;FALSE;gamma;1,65E-26;16,00901318;;;
545;8504;9058;0,518614655;1,07E-10;4,57E-06;FALSE;norm;1,46E-75;16,00127697;;;
126;6101;6674;0,335057259;1,27E-12;9,94E-17;FALSE;gamma;3,86E-19;15,9998455;;;
360;9019;9608;0,427107539;2,85E-17;5,59E-07;FALSE;gamma;1,04E-26;15,99859619;;;
129;6107;6677;0,335189525;2,73E-12;9,62E-16;FALSE;gamma;1,76E-18;15,99524021;;;
357;9013;9605;0,425855725;2,61E-17;5,86E-07;FALSE;gamma;2,27E-26;15,99374008;;;
39;5722;6282;0,451357525;1,58E-24;5,60E-19;FALSE;gamma;4,17E-60;15,9886322;;;
397;9093;9645;0,444897497;1,91E-18;1,77E-10;FALSE;gamma;8,76E-28;15,98050308;;;
220;6113;6692;0,341997395;1,59E-11;5,55E-15;FALSE;gamma;1,18E-20;15,97411728;;;
356;9011;9604;0,425426051;2,43E-17;4,96E-07;FALSE;gamma;1,67E-26;15,96110964;;;
251;8498;9096;0,515768771;3,44E-11;3,80E-06;FALSE;norm;6,35E-80;15,95631886;;;
127;6103;6675;0,334618302;1,71E-12;2,72E-16;FALSE;gamma;4,97E-19;15,95471001;;;
301;2109;2707;0,374785569;1,22E-11;6,47E-19;FALSE;gamma;1,32E-65;15,95005131;;;
128;6105;6676;0,334282944;2,05E-12;4,63E-16;FALSE;gamma;1,37E-18;15,94618559;;;
547;8508;9060;0,517233066;1,45E-10;5,53E-06;FALSE;norm;1,61E-76;15,93305397;;;
223;6119;6695;0,3428869;1,53E-11;3,82E-15;FALSE;gamma;3,01E-21;15,93133354;;;
355;9009;9603;0,425706612;2,34E-17;4,65E-07;FALSE;gamma;1,23E-26;15,92847919;;;
222;6117;6694;0,342701074;1,45E-11;3,58E-15;FALSE;gamma;4,57E-21;15,92737484;;;
548;8510;9061;0,516563015;1,46E-10;4,43E-06;FALSE;norm;5,35E-77;15,91656399;;;
215;6103;6687;0,340014041;6,40E-12;9,62E-16;FALSE;gamma;7,16E-21;15,91549873;;;
354;9007;9602;0,425823287;2,30E-17;5,03E-07;FALSE;gamma;4,90E-26;15,91347504;;;
40;5724;6283;0,450135511;1,73E-24;1,16E-18;FALSE;gamma;6,69E-60;15,91224337;;;
398;9095;9646;0,444242886;1,95E-18;1,69E-10;FALSE;gamma;3,08E-27;15,90711975;;;
252;8500;9097;0,513526981;3,60E-11;4,12E-06;FALSE;norm;1,01E-79;15,89955807;;;
219;8914;9494;0,459019355;5,06E-18;1,83E-14;FALSE;gamma;8,12E-30;15,89796448;;;
214;6101;6686;0,340265681;5,60E-12;6,77E-16;FALSE;gamma;5,53E-21;15,89432526;;;
41;5726;6284;0,449031313;1,87E-24;2,46E-18;FALSE;gamma;2,61E-60;15,89119148;;;
257;8510;9102;0,508486598;6,81E-11;6,65E-06;FALSE;norm;1,10E-76;15,89061165;;;
217;6107;6689;0,341392519;1,34E-11;4,23E-15;FALSE;gamma;1,20E-20;15,88970375;;;
220;8916;9495;0,459838578;4,98E-18;9,64E-15;FALSE;gamma;1,24E-29;15,88458109;;;
218;8912;9493;0,458338259;4,49E-18;1,73E-14;FALSE;gamma;5,30E-30;15,87716103;;;
216;6105;6688;0,341068606;1,29E-11;4,08E-15;FALSE;gamma;9,28E-21;15,87462425;;;
353;9005;9601;0,425225905;2,32E-17;6,30E-07;FALSE;gamma;1,37E-26;15,87091446;;;
219;6111;6691;0,341477497;1,51E-11;5,00E-15;FALSE;gamma;2,02E-20;15,86390877;;;
213;6099;6685;0,338159745;1,87E-12;1,17E-16;FALSE;gamma;4,27E-21;15,86168098;;;
352;9003;9600;0,424432142;2,32E-17;8,00E-07;FALSE;gamma;8,54E-27;15,85653067;;;
217;8910;9492;0,457437445;3,87E-18;1,95E-14;FALSE;gamma;3,47E-30;15,85635757;;;
124;6097;6672;0,334730477;7,96E-13;3,14E-17;FALSE;gamma;1,22E-19;15,85616732;;;
218;6109;6690;0,341289172;1,41E-11;4,33E-15;FALSE;gamma;1,56E-20;15,85548258;;;
229;8934;9504;0,450719782;2,62E-17;3,04E-12;FALSE;gamma;3,80E-29;15,85345364;;;
230;8936;9505;0,448732007;2,38E-17;8,62E-12;FALSE;gamma;4,69E-29;15,85155249;;;
255;8506;9100;0,510592274;5,17E-11;5,98E-06;FALSE;weibull;9,10E-76;15,84939861;;;
351;9001;9599;0,423664856;2,36E-17;1,04E-06;FALSE;gamma;2,19E-27;15,84214687;;;
49;5742;6292;0,445186434;6,07E-24;2,00E-16;FALSE;gamma;4,68E-58;15,83975029;;;
216;8908;9491;0,456810021;3,55E-18;1,93E-14;FALSE;gamma;2,27E-30;15,83555412;;;
228;8932;9503;0,449813721;2,33E-17;3,73E-12;FALSE;gamma;2,50E-29;15,83553362;;;
221;8918;9496;0,459556457;3,66E-18;5,55E-15;FALSE;gamma;1,52E-29;15,83330822;;;
222;8920;9497;0,460013635;3,57E-18;4,23E-15;FALSE;gamma;2,32E-29;15,83254957;;;
42;5728;6285;0,448037923;2,07E-24;5,17E-18;FALSE;gamma;2,57E-58;15,83129549;;;
227;8930;9502;0,449399783;2,33E-17;4,05E-12;FALSE;gamma;1,64E-29;15,8176136;;;
231;8938;9506;0,449326651;2,10E-17;4,28E-12;FALSE;gamma;1,21E-27;15,81637573;;;
123;6095;6671;0,334840537;7,15E-13;2,33E-17;FALSE;gamma;9,45E-20;15,8134079;;;
549;8512;9062;0,515759995;1,46E-10;3,73E-06;FALSE;norm;3,59E-78;15,81069374;;;
48;5740;6291;0,445918354;5,34E-24;1,03E-16;FALSE;gamma;4,53E-57;15,80872107;;;
211;6095;6683;0,337330027;1,50E-12;7,38E-17;FALSE;gamma;2,54E-21;15,80786324;;;
226;8928;9501;0,450036718;2,68E-17;2,93E-12;FALSE;gamma;1,19E-29;15,80561352;;;
256;8508;9101;0,50930314;6,20E-11;6,77E-06;FALSE;norm;1,45E-75;15,79711246;;;
258;8512;9103;0,507403561;6,73E-11;5,15E-06;FALSE;norm;8,04E-76;15,79665136;;;
223;8922;9498;0,45182445;2,78E-17;5,86E-13;FALSE;gamma;2,10E-28;15,79001427;;;
253;8502;9098;0,511985476;3,75E-11;4,29E-06;FALSE;weibull;7,87E-77;15,78529358;;;
122;6093;6670;0,334157701;6,20E-13;1,43E-17;FALSE;gamma;7,33E-20;15,78483868;;;
212;6097;6684;0,337053045;1,64E-12;8,90E-17;FALSE;gamma;3,29E-21;15,78420353;;;
203;8882;9478;0,449931345;3,73E-18;1,25E-13;FALSE;gamma;5,67E-31;15,78157425;;;
225;8926;9500;0,449687867;2,79E-17;3,52E-12;FALSE;gamma;7,83E-30;15,77301025;;;
224;8924;9499;0,44991305;2,85E-17;2,50E-12;FALSE;gamma;5,14E-30;15,77126122;;;
215;8906;9490;0,45634224;3,27E-18;1,60E-14;FALSE;gamma;1,48E-30;15,76646805;;;
202;8880;9477;0,44943034;3,58E-18;1,28E-13;FALSE;gamma;3,75E-31;15,76056671;;;
500;2138;2687;0,376583235;3,55E-11;1,31E-17;FALSE;gamma;4,28E-63;15,75247955;;;
214;8904;9489;0,454701203;2,81E-18;3,32E-14;FALSE;gamma;7,95E-31;15,75123119;;;
120;6089;6668;0,333757187;4,22E-13;3,72E-18;FALSE;gamma;9,68E-20;15,75070667;;;
210;6093;6682;0,337012479;1,43E-12;6,78E-17;FALSE;gamma;1,96E-21;15,74666023;;;
201;8878;9476;0,449022149;3,49E-18;1,32E-13;FALSE;gamma;2,48E-31;15,73786545;;;
121;6091;6669;0,333443985;5,50E-13;9,87E-18;FALSE;gamma;1,09E-19;15,73326588;;;
254;8504;9099;0,51025119;3,81E-11;4,11E-06;FALSE;weibull;1,27E-76;15,72621298;;;
259;8514;9104;0,506805743;7,05E-11;4,56E-06;FALSE;norm;5,78E-75;15,72583866;;;
204;8884;9479;0,44773726;3,82E-18;6,17E-13;FALSE;gamma;1,13E-31;15,72429991;;;
213;8902;9488;0,453260403;2,22E-18;4,29E-14;FALSE;gamma;5,23E-31;15,71653366;;;
50;5744;6293;0,444023373;6,80E-24;4,09E-16;FALSE;gamma;1,16E-56;15,7127614;;;
399;9097;9647;0,443085653;2,01E-18;1,80E-10;FALSE;gamma;9,88E-27;15,70960903;;;
207;8890;9482;0,447597353;2,66E-18;3,99E-13;FALSE;gamma;3,29E-31;15,69782448;;;
205;8886;9480;0,447050336;3,27E-18;8,86E-13;FALSE;gamma;1,44E-31;15,69467449;;;
206;8888;9481;0,44747423;3,15E-18;6,61E-13;FALSE;gamma;2,18E-31;15,68756151;;;
550;8514;9063;0,515460592;1,49E-10;3,29E-06;FALSE;norm;5,77E-78;15,68303156;;;
208;8892;9483;0,44781675;2,38E-18;2,76E-13;FALSE;gamma;4,98E-31;15,68070555;;;
210;8896;9485;0,44786365;2,08E-18;3,02E-13;FALSE;gamma;7,06E-30;15,66924429;;;
212;8900;9487;0,452531572;1,66E-18;2,34E-14;FALSE;gamma;2,62E-30;15,66509914;;;
499;2136;2686;0,376032396;3,56E-11;1,63E-17;FALSE;gamma;2,25E-63;15,66095924;;;
209;8894;9484;0,447394472;1,98E-18;2,93E-13;FALSE;gamma;4,69E-30;15,65835857;;;
47;5738;6290;0,444507227;4,02E-24;1,51E-16;FALSE;gamma;2,75E-57;15,65542984;;;
211;8898;9486;0,451934081;1,45E-18;1,78E-14;FALSE;gamma;1,73E-30;15,64428329;;;
46;5736;6289;0,445309611;3,51E-24;7,09E-17;FALSE;gamma;1,73E-57;15,64194155;;;
209;6091;6681;0,335268916;6,64E-13;1,93E-17;FALSE;gamma;3,67E-20;15,63707447;;;
43;5730;6286;0,447717864;2,59E-24;1,19E-17;FALSE;gamma;4,06E-58;15,63358879;;;
400;9099;9648;0,441061725;1,71E-18;1,07E-10;FALSE;gamma;6,94E-27;15,62598658;;;
208;6089;6680;0,335528521;5,31E-13;8,82E-18;FALSE;gamma;5,10E-21;15,62425423;;;
