"";"initialIndex";"finalIndex";"shapiro";"ad";"normality";"trend";"outliers";"snht";"grubbs";"pettitt";"lanzante";"buishandU";"buishandRange"
"247";"8224";"8815";"1,27771894963429e-14";"8,85731151202661e-21";"FALSE";"decrease";"TRUE";"0,59";"0,000415740172474366";"1,73839011765725";"0,582272475445737";"NaN";"NaN"
"248";"8226";"8816";"1,31356041045325e-14";"9,09162653918109e-21";"FALSE";"decrease";"TRUE";"0,429666666666667";"0,000420931477890241";"1,72001588284323";"0,211508102058015";"NaN";"NaN"
"249";"8228";"8817";"1,36785659368094e-14";"9,48501868927617e-21";"FALSE";"decrease";"TRUE";"0,692666666666667";"0,00042097802989538";"1,67296507877275";"0,160438028655466";"NaN";"NaN"
"250";"8230";"8818";"2,55708517687324e-14";"3,7e-24";"FALSE";"none";"TRUE";"0";"0,105122670902875";"2,30471881824443e-38";"3,39420603733394e-52";"NaN";"NaN"
"251";"8232";"8819";"2,25996654888026e-14";"3,7e-24";"FALSE";"none";"TRUE";"0";"0,104942314963618";"1,40406834039439e-37";"1,52975372429249e-51";"NaN";"NaN"
"252";"8234";"8820";"2,04240886621028e-14";"3,7e-24";"FALSE";"none";"TRUE";"0";"0,104600234712451";"5,44884850743717e-37";"3,78893915706467e-51";"NaN";"NaN"
"253";"8236";"8821";"1,9883815076287e-14";"3,7e-24";"FALSE";"none";"TRUE";"0";"0,103820073669181";"3,10873835171676e-36";"1,58684888199397e-50";"NaN";"NaN"
"254";"8238";"8822";"1,9622166281298e-14";"3,7e-24";"FALSE";"none";"TRUE";"0";"0,100185863065554";"2,8522608922883e-35";"1,28847632161588e-49";"NaN";"NaN"
"255";"8240";"8823";"2,10119539350101e-14";"3,7e-24";"FALSE";"none";"TRUE";"0";"0,0943477481321287";"2,50627762674739e-34";"1,00729681386418e-48";"NaN";"NaN"
"256";"8242";"8824";"2,61343754952221e-14";"3,7e-24";"FALSE";"none";"TRUE";"0";"0,085500753654805";"1,90341332482384e-33";"6,56698342405953e-48";"NaN";"NaN"
"257";"8244";"8825";"2,81730994919095e-14";"3,7e-24";"FALSE";"none";"TRUE";"0";"0,0795508249811443";"1,23907524316485e-32";"3,51362935387914e-47";"NaN";"NaN"
"258";"8246";"8826";"2,72438356059909e-14";"3,7e-24";"FALSE";"none";"TRUE";"0";"0,0759394684509964";"7,72450675822893e-32";"1,79767511031243e-46";"NaN";"NaN"
"259";"8248";"8827";"2,58753735225429e-14";"3,7e-24";"FALSE";"none";"TRUE";"0";"0,0729059067601279";"4,98117269279941e-31";"9,81794610271171e-46";"NaN";"NaN"
"260";"8250";"8828";"3,48990782300653e-14";"3,7e-24";"FALSE";"none";"TRUE";"0";"0,0644269868208616";"3,76930371403136e-30";"6,89046714349085e-45";"NaN";"NaN"
"261";"8252";"8829";"3,02396618875441e-14";"3,7e-24";"FALSE";"none";"TRUE";"0";"0,0630072465067442";"2,0167724310876e-29";"2,98207549628575e-44";"NaN";"NaN"
"262";"8254";"8830";"3,36184367189093e-14";"3,7e-24";"FALSE";"none";"TRUE";"0";"0,0578815296547208";"1,4335636907081e-28";"1,99620537363103e-43";"NaN";"NaN"
"263";"8256";"8831";"3,36101719444902e-14";"3,7e-24";"FALSE";"none";"TRUE";"0";"0,0548846535825191";"1,15045414431098e-27";"1,64363344605476e-42";"NaN";"NaN"
"264";"8258";"8832";"6,33783381236298e-14";"5,58313096399509e-24";"FALSE";"none";"TRUE";"0";"0,205667751835345";"1,29880736117296e-26";"2,33935076594278e-41";"NaN";"NaN"
"265";"8260";"8833";"2,85566927830177e-14";"7,77909417598488e-19";"FALSE";"increase";"TRUE";"0,959333333333333";"0,000218956440905638";"1,59444440304876";"0,467821912694289";"NaN";"NaN"
"266";"8262";"8834";"3,84060470766586e-14";"8,55826175920649e-19";"FALSE";"increase";"TRUE";"0,254333333333333";"0,000251216207607818";"1,58244789033431";"0,459327802773071";"NaN";"NaN"
"267";"8264";"8835";"4,44652980384443e-14";"1,33305517857219e-18";"FALSE";"increase";"TRUE";"0,881666666666667";"0,000256474943730933";"1,51732760499549";"0,420370906492409";"NaN";"NaN"
"268";"8266";"8836";"4,80938113836534e-14";"1,56907488691087e-18";"FALSE";"increase";"TRUE";"0,998666666666667";"0,000257576612419097";"1,57660589945489";"0,477313500460552";"NaN";"NaN"
"269";"8268";"8837";"6,77584914063152e-14";"3,97021061187701e-18";"FALSE";"increase";"TRUE";"0,968666666666667";"0,000267115954973196";"1,57629264025786";"0,476475524830463";"NaN";"NaN"
"270";"8270";"8838";"6,29372949226666e-14";"2,45481224462457e-18";"FALSE";"increase";"TRUE";"0,996";"0,000270983673265057";"1,44604881326444";"0,405234947094382";"NaN";"NaN"
"271";"7125";"7722";"6,72346082488427e-11";"2,65191903810484e-16";"FALSE";"increase";"TRUE";"0,973";"0,00610802145687339";"1,72371987473841";"0,578336421442148";"NaN";"NaN"
"272";"7127";"7723";"7,62716654812639e-11";"3,73441679882322e-16";"FALSE";"increase";"TRUE";"1";"0,0061732198653095";"1,71748505552622";"0,573314973432809";"NaN";"NaN"
"273";"7129";"7724";"1,16681878510433e-10";"9,62274623782639e-16";"FALSE";"increase";"TRUE";"0,929333333333333";"0,0064303594378945";"1,79462617091576";"0,63439862815";"NaN";"NaN"
"274";"7131";"7725";"1,86140496186206e-10";"2,15375929784894e-15";"FALSE";"increase";"TRUE";"0,771666666666667";"0,00702040605388055";"1,76400943669533";"0,608273770378759";"NaN";"NaN"
"275";"7133";"7726";"2,68178586557821e-10";"4,58472842582472e-15";"FALSE";"increase";"TRUE";"0,451666666666667";"0,00740131262770172";"1,73555145766689";"0,585475645691959";"NaN";"NaN"
"276";"7135";"7727";"3,75345660536509e-10";"1,07930149135441e-14";"FALSE";"increase";"TRUE";"0,997333333333333";"0,00758612598976072";"1,80086241461959";"0,638654756449967";"NaN";"NaN"
"277";"7137";"7728";"6,01172670490959e-10";"2,76410945242587e-14";"FALSE";"increase";"TRUE";"0,714666666666667";"0,00795980306013244";"1,82807535073253";"0,658998779734442";"NaN";"NaN"
"278";"7139";"7729";"6,30692636623597e-10";"2,84102716662724e-14";"FALSE";"increase";"TRUE";"0,927";"0,00801447615055961";"1,82042970333953";"0,655677673262068";"NaN";"NaN"
"279";"7141";"7730";"8,02962412863336e-10";"5,1770831792974e-14";"FALSE";"increase";"TRUE";"0,999666666666667";"0,00828027577570256";"1,81840556288652";"0,653333532736412";"NaN";"NaN"
"280";"7143";"7731";"9,27070304287097e-10";"7,53708353810675e-14";"FALSE";"increase";"TRUE";"1";"0,00839583877579386";"1,8034035570891";"0,63910754676016";"NaN";"NaN"
"281";"7145";"7732";"1,16524102796525e-09";"1,46841883849037e-13";"FALSE";"increase";"TRUE";"1";"0,00852655276794312";"1,84795382286381";"0,680596464070875";"NaN";"NaN"
"282";"7147";"7733";"1,30961522821544e-09";"1,95144810470253e-13";"FALSE";"increase";"TRUE";"1";"0,00858272541349514";"1,83365714452273";"0,66657971752963";"NaN";"NaN"
"283";"7149";"7734";"1,59664524268318e-09";"3,2149999270723e-13";"FALSE";"increase";"TRUE";"1";"0,00881295419489447";"1,85218098146298";"0,684923166649544";"NaN";"NaN"
